10,4,4,5,10,10,2
7,4,4,5,0,10,2
7,4,4,10,5,10,2
0,10,0,10,5,10,2
4,10,0,10,10,5,2
10,0,4,10,5,5,2
4,7,4,5,0,10,2
10,0,4,10,0,10,2
10,4,10,10,10,10,2
7,7,10,5,0,10,2
7,0,0,10,10,10,2
4,10,10,10,5,10,2
4,10,0,5,0,10,2
7,7,7,5,10,5,2
7,4,7,5,10,5,2
7,4,0,5,10,10,2
4,10,7,5,5,10,2
0,10,10,10,5,10,2
0,10,7,5,10,10,2
0,7,4,5,5,10,2
4,10,7,10,5,5,2
7,0,0,5,10,5,2
7,7,0,5,10,5,2
0,7,4,5,0,5,2
10,4,4,10,10,10,2
7,4,7,10,10,5,2
0,7,4,10,0,10,2
4,7,7,10,0,10,2
7,0,10,10,5,10,2
4,10,10,5,0,10,2
7,7,7,10,5,5,2
4,4,0,5,5,10,2
7,7,10,5,5,10,2
10,4,7,5,10,5,2
7,0,10,5,10,10,2
7,0,4,10,10,5,2
0,7,4,10,5,5,2
7,7,4,10,0,10,2
4,7,10,10,0,10,2
7,0,4,5,0,10,2
0,10,7,10,10,10,2
10,0,7,10,5,5,2
0,0,10,10,0,5,2
4,4,10,5,10,5,2
7,0,7,10,0,10,2
4,7,4,5,10,10,2
4,10,10,10,5,5,2
4,10,10,5,10,10,2
4,4,7,5,5,5,2
0,7,10,10,5,5,2
10,0,0,5,10,5,2
7,0,10,10,0,10,2
0,10,10,10,0,10,2
0,7,4,5,10,5,2
7,0,4,10,10,10,2
10,0,10,10,0,10,2
10,0,0,5,10,10,2
0,10,4,5,10,10,2
7,4,7,5,5,5,2
0,10,4,5,0,10,2
4,4,0,5,0,5,2
0,10,7,10,5,5,2
10,0,7,10,0,10,2
0,7,7,10,0,10,2
4,7,10,5,5,5,2
0,10,10,5,5,5,2
4,7,7,5,5,5,2
10,4,10,5,10,5,2
7,4,4,10,10,5,2
10,0,7,5,0,10,2
4,10,4,10,10,5,2
10,4,10,5,0,10,2
7,0,7,5,10,5,2
7,4,7,5,5,10,2
10,4,7,10,10,5,2
10,4,7,5,5,5,2
7,0,10,5,10,5,2
0,10,4,5,10,5,2
0,7,0,5,10,5,2
4,7,4,10,5,5,2
4,4,10,10,0,5,2
4,4,4,10,10,5,2
0,10,10,10,5,5,2
7,7,10,10,5,10,2
7,0,0,10,10,5,2
4,0,10,5,0,5,2
4,7,0,10,5,10,2
10,4,7,5,10,10,2
4,10,7,10,10,5,2
7,0,7,10,10,10,2
0,7,0,10,5,5,2
4,4,7,5,10,5,2
4,0,4,10,0,5,2
7,4,4,5,10,10,2
4,10,4,10,0,10,2
0,7,7,10,5,5,2
10,4,0,5,10,10,2
10,4,7,5,0,10,2
0,7,7,5,10,5,2
7,4,10,5,10,10,2
7,7,10,5,10,10,2
4,7,10,10,5,5,2
7,7,4,5,10,5,2
10,4,4,5,10,5,2
0,7,4,10,0,5,2
7,0,7,5,5,10,2
4,4,0,10,5,5,2
10,0,7,5,10,10,2
4,7,0,5,5,10,2
7,0,4,10,5,10,2
0,10,4,10,5,10,2
10,0,4,10,10,10,2
4,10,0,5,10,5,2
4,0,4,10,5,5,3
0,4,10,10,0,10,3
0,4,0,10,10,5,3
4,0,7,10,5,5,3
0,4,10,5,5,5,3
0,0,4,5,5,10,3
0,0,10,10,5,5,3
0,0,4,5,10,5,3
0,4,7,5,10,5,3
4,0,7,5,5,5,3
4,0,4,5,10,5,3
4,0,7,5,10,5,3
0,0,10,5,5,5,3
0,0,7,10,0,10,3
0,0,4,10,10,5,3
0,0,10,10,0,10,3
0,0,7,5,0,10,3
0,4,0,5,0,10,3
0,0,7,5,5,5,3
0,0,7,5,10,5,3
4,0,4,10,10,5,3
4,0,0,5,0,10,3
0,4,10,10,5,5,3
0,4,4,10,10,5,3
0,4,4,5,5,10,3
0,0,0,5,0,10,3
0,0,0,10,5,10,3
0,0,7,10,10,5,3
4,0,10,10,0,10,3
4,0,4,10,0,10,3
0,4,10,10,10,5,3
0,0,10,10,10,5,3
0,0,7,10,5,5,3
0,0,4,10,5,5,3
0,4,7,10,0,10,3
0,4,0,10,0,5,1
10,4,0,0,10,5,1
7,10,7,0,0,10,1
10,0,7,0,10,10,1
7,0,7,0,0,0,1
4,0,7,0,0,0,1
7,0,10,10,10,0,1
4,4,4,0,10,10,1
7,0,4,10,10,0,1
10,4,4,5,5,5,1
10,7,0,10,0,0,1
10,7,4,0,0,10,1
0,7,4,10,10,0,1
10,10,0,10,0,5,1
10,0,10,5,0,5,1
7,0,0,10,0,5,1
10,10,4,5,5,10,1
0,0,7,5,10,0,1
10,7,7,0,0,10,1
4,10,0,0,5,10,1
4,7,7,5,5,0,1
4,0,10,10,5,0,1
4,7,0,0,10,10,1
7,10,4,5,0,5,1
4,0,0,0,10,0,1
4,10,0,0,0,0,1
4,7,0,0,0,5,1
4,0,7,0,5,10,1
10,10,7,10,0,10,1
10,7,7,5,5,0,1
10,4,4,0,10,0,1
10,4,10,0,5,0,1
7,7,0,5,5,0,1
4,10,7,0,0,5,1
10,10,0,0,10,10,1
0,7,7,5,10,0,1
10,4,4,5,10,0,1
0,0,10,10,10,0,1
4,7,4,10,0,0,1
10,7,10,10,5,5,1
7,0,4,10,0,5,1
7,10,0,0,5,0,1
10,10,10,10,0,0,1
7,4,7,10,0,0,1
10,7,4,10,0,10,1
0,7,10,0,5,0,1
10,4,7,5,0,5,1
7,0,4,5,0,5,1
10,7,0,5,10,5,1
7,10,0,5,0,0,1
0,7,7,5,5,0,1
7,7,10,0,0,0,1
0,10,4,5,10,0,1
7,10,10,10,0,0,1
10,0,0,0,0,10,1
0,10,10,5,10,0,1
7,0,0,0,5,0,1
10,10,4,0,5,5,1
7,7,7,5,0,0,1
10,10,10,0,10,0,1
10,4,10,10,5,0,1
10,0,4,5,0,5,1
7,4,7,0,5,5,1
7,7,7,0,0,5,1
7,10,7,10,10,5,1
10,10,10,0,5,10,1
4,4,7,0,0,0,1
7,7,0,5,5,5,1
0,0,4,0,0,0,1
7,0,7,5,5,0,1
4,10,7,10,5,0,1
0,10,0,0,0,10,1
7,7,7,0,5,10,1
10,10,4,0,0,10,1
7,4,0,0,10,0,1
10,4,4,0,5,10,1
7,10,4,10,10,0,1
10,7,10,10,10,10,1
4,4,4,10,5,0,1
4,0,4,0,10,0,1
4,10,0,0,5,5,1
10,4,0,10,5,5,1
7,0,7,0,5,5,1
0,10,10,0,0,0,1
0,4,0,5,5,0,1
4,10,7,10,10,0,1
7,4,0,5,10,0,1
0,10,0,0,5,0,1
0,7,10,0,5,5,1
10,7,0,10,0,5,1
0,0,4,0,10,10,1
0,10,7,5,10,0,1
10,10,0,0,5,10,1
7,4,0,0,10,10,1
10,0,0,10,0,0,1
7,7,4,10,0,0,1
10,0,10,0,0,0,1
7,10,0,0,0,0,1
4,7,10,10,0,0,1
7,10,7,10,0,5,1
7,10,7,5,5,0,1
10,7,7,10,0,5,1
0,10,0,0,0,5,1
7,10,10,10,10,0,1
4,7,10,5,0,5,1
4,7,10,5,10,0,1
10,4,7,0,5,0,1
7,10,10,10,0,5,1
4,4,7,10,0,0,1
0,4,10,5,5,0,1
10,10,10,5,10,0,1
4,4,0,0,10,10,1
4,0,0,0,10,5,1
7,10,7,5,0,5,1
10,4,7,10,10,0,1
4,10,10,5,10,0,1
0,0,4,0,5,0,1
0,4,7,0,0,0,1
10,0,0,5,5,5,1
4,0,10,0,10,5,1
4,10,0,0,0,5,1
7,0,10,10,5,0,1
7,10,10,5,0,0,1
4,4,4,10,10,0,1
7,7,10,10,0,5,1
7,0,10,0,0,5,1
4,4,4,0,5,5,1
10,7,4,5,10,0,1
10,10,7,5,10,10,1
0,4,7,10,10,0,1
10,10,10,10,5,5,1
7,10,4,5,10,0,1
4,10,0,5,0,5,1
10,7,10,5,5,5,1
0,10,4,0,0,0,1
10,10,0,0,10,5,1
0,0,0,5,0,0,1
0,4,4,0,10,5,1
4,10,4,0,10,0,1
10,10,4,0,10,0,1
0,4,10,0,0,10,1
0,4,0,0,5,5,1
0,0,7,5,0,0,1
7,4,7,10,10,0,1
0,0,7,0,10,5,1
0,10,7,5,0,0,1
7,0,4,0,5,0,1
10,7,4,5,0,10,1
7,10,0,0,10,10,1
7,7,0,0,0,10,1
4,7,4,0,10,5,1
0,0,7,5,5,0,1
10,7,4,10,5,10,1
10,4,0,0,0,10,1
7,10,0,0,10,0,1
4,7,0,5,0,5,1
0,0,7,0,0,5,1
7,0,10,0,10,0,1
4,10,4,0,0,10,1
7,10,10,5,5,10,1
10,7,4,10,5,0,1
4,7,7,0,5,10,1
10,0,4,5,5,0,1
7,10,10,0,0,0,1
7,4,10,5,5,0,1
7,7,0,10,5,5,1
0,7,0,0,0,5,1
7,10,0,10,0,0,1
10,0,10,0,5,0,1
4,7,7,0,0,5,1
10,0,4,10,5,0,1
10,0,10,0,5,5,1
7,7,0,0,10,5,1
10,10,4,0,0,5,1
0,7,0,10,5,0,1
7,4,0,0,5,10,1
10,10,7,0,10,10,1
4,7,0,5,5,0,1
10,7,0,5,0,5,1
4,4,0,0,5,0,1
4,0,0,0,5,10,1
0,0,10,0,10,5,1
10,4,0,10,0,5,1
0,10,0,5,0,5,1
0,10,0,10,0,0,1
10,10,4,5,5,0,1
0,7,10,0,0,5,1
4,7,4,0,0,5,1
0,7,4,10,5,0,1
0,7,4,0,0,10,1
0,7,10,0,5,10,1
7,0,0,0,5,5,1
10,7,10,0,5,10,1
4,7,4,10,5,0,1
10,7,10,5,5,0,1
7,10,0,5,5,5,1
10,10,0,10,10,10,1
7,10,10,0,0,10,1
10,10,7,10,0,0,1
10,7,4,5,5,0,1
7,7,4,0,0,5,1
7,4,10,0,10,10,1
4,7,10,0,0,0,1
0,4,0,5,10,0,1
0,7,4,10,0,0,1
10,4,0,0,5,0,1
10,7,0,10,10,5,1
7,4,10,5,10,0,1
10,7,10,0,10,10,1
0,10,7,5,0,5,1
10,4,4,0,0,10,1
10,7,10,0,5,0,1
7,0,0,0,0,10,1
7,10,0,0,5,10,1
10,0,0,10,10,0,1
4,0,0,10,0,5,1
10,10,0,10,0,0,1
4,4,10,0,10,0,1
10,4,0,0,5,10,1
7,10,4,0,5,0,1
4,10,4,10,0,0,1
4,4,10,0,5,0,1
4,10,0,5,10,0,1
4,0,7,0,0,10,1
7,7,0,5,0,5,1
10,7,4,10,0,5,1
10,7,4,10,0,0,1
7,7,7,5,5,0,1
7,4,4,0,5,5,1
10,7,10,5,10,0,1
7,7,7,0,10,10,1
0,10,7,0,5,10,1
0,0,0,0,10,5,1
10,7,4,10,5,5,1
4,7,4,0,5,5,1
4,10,0,5,5,0,1
0,7,0,10,10,0,1
10,7,0,5,0,10,1
10,7,0,10,10,10,1
10,0,7,5,5,0,1
10,10,0,5,10,5,1
7,10,4,10,10,5,1
4,0,10,0,10,10,1
10,10,7,10,10,5,1
10,0,7,10,0,0,1
0,4,4,0,5,10,1
0,10,0,5,5,5,1
10,10,7,10,0,5,1
10,10,10,10,5,10,1
10,0,10,0,10,10,1
10,7,4,0,0,0,1
10,4,10,0,0,0,1
0,4,0,0,0,10,1
10,10,7,5,5,0,1
10,0,7,0,10,0,1
10,10,4,10,0,10,1
7,7,0,0,5,5,1
7,10,4,5,0,0,1
10,4,10,5,0,0,1
10,0,4,0,10,5,1
4,10,7,0,5,5,1
7,10,7,5,0,10,1
10,10,10,10,10,5,1
7,10,0,0,5,5,1
4,10,4,5,0,5,1
4,7,7,0,5,0,1
7,7,0,0,0,5,1
0,10,10,10,10,0,1
4,7,7,10,5,0,1
7,10,10,0,5,0,1
4,4,0,0,0,10,1
4,4,7,0,10,0,1
0,0,0,0,10,10,1
0,7,4,0,5,10,1
10,7,10,10,0,0,1
0,4,10,0,5,10,1
10,7,10,5,10,5,1
7,7,4,10,0,5,1
7,7,0,10,0,10,1
4,0,10,5,0,0,1
0,4,4,5,0,0,1
0,4,4,10,0,0,1
7,0,10,10,0,5,1
7,7,4,5,10,0,1
10,10,4,10,10,10,1
7,10,7,5,0,0,1
4,0,0,5,10,0,1
7,7,7,5,0,5,1
7,4,4,5,0,5,1
10,10,10,5,0,0,1
7,4,10,0,10,5,1
0,7,4,0,10,10,1
7,4,0,5,0,0,1
10,7,7,10,10,10,1
7,0,10,10,0,0,1
4,10,0,10,5,0,1
0,0,0,10,0,0,1
4,0,10,0,0,10,1
4,7,10,0,5,10,1
7,0,10,0,5,10,1
10,7,0,5,10,0,1
4,0,0,5,5,0,1
4,0,7,0,5,5,1
7,4,0,5,0,5,1
10,10,10,5,10,5,1
7,7,10,5,0,0,1
7,7,10,0,0,5,1
10,0,0,0,5,0,1
0,4,0,0,0,0,1
7,4,10,0,0,5,1
0,4,10,10,10,0,1
4,7,4,5,5,5,1
7,7,7,10,10,0,1
4,10,7,0,10,0,1
0,10,10,0,10,0,1
4,10,7,0,10,10,1
4,0,10,0,5,0,1
4,4,10,0,5,5,1
7,7,4,5,0,5,1
10,10,7,0,5,5,1
4,4,7,10,10,0,1
4,4,7,0,0,5,1
7,7,10,5,5,0,1
7,4,4,0,0,10,1
10,10,10,0,5,0,1
7,7,7,0,10,5,1
7,10,4,10,5,10,1
7,7,7,10,0,5,1
10,4,10,0,5,10,1
10,10,4,5,10,5,1
0,4,0,0,0,5,1
10,7,4,0,10,10,1
0,7,7,0,0,0,1
4,0,7,0,10,0,1
0,7,4,0,5,0,1
7,0,0,10,0,0,1
0,10,4,0,10,0,1
4,10,7,0,0,10,1
0,4,7,0,5,5,1
4,0,4,0,10,5,1
7,7,7,0,5,0,1
4,7,4,0,10,10,1
0,0,7,10,5,0,1
7,0,7,0,10,10,1
0,7,10,0,10,5,1
0,10,10,0,10,5,1
7,0,7,0,10,0,1
7,4,4,0,10,5,1
10,10,7,0,0,10,1
4,4,10,0,10,10,1
7,7,0,0,10,10,1
7,0,4,0,5,5,1
7,0,7,10,0,0,1
0,4,0,0,10,5,1
4,10,7,0,10,5,1
7,4,10,10,0,0,1
10,7,7,10,10,0,1
0,10,0,10,0,5,1
0,10,4,0,0,5,1
10,0,4,5,0,0,1
10,10,0,5,10,10,1
10,0,4,10,0,0,1
4,0,4,0,5,0,1
4,4,7,0,10,5,1
4,10,7,5,0,5,1
7,10,7,5,5,5,1
4,4,10,10,5,0,1
10,10,10,10,0,10,1
7,10,10,10,5,5,1
10,7,4,0,10,5,1
10,4,7,10,0,5,1
7,10,4,10,5,0,1
7,4,4,5,5,5,1
7,4,4,10,10,0,1
4,0,4,10,0,0,1
0,7,4,0,10,0,1
10,7,0,0,5,5,1
10,10,7,10,5,0,1
10,10,0,5,5,10,1
7,10,4,0,10,10,1
10,7,10,10,0,5,1
10,10,10,10,10,0,1
10,7,7,0,0,0,1
4,7,4,0,5,10,1
0,10,4,0,10,10,1
0,0,0,0,5,0,1
0,7,0,5,5,0,1
7,4,4,10,0,0,1
7,7,10,0,10,5,1
7,10,10,10,0,10,1
4,7,10,10,5,0,1
7,0,0,10,5,5,1
0,4,7,0,0,5,1
4,4,10,5,10,0,1
0,10,10,0,5,10,1
10,4,0,5,0,5,1
4,0,0,0,5,0,1
4,7,7,10,0,0,1
0,7,7,0,5,10,1
4,10,4,5,5,5,1
10,0,0,5,10,0,1
7,10,4,0,0,10,1
0,10,10,5,5,0,1
0,0,10,0,5,5,1
10,7,0,10,0,10,1
10,10,7,0,10,5,1
0,4,10,0,0,5,1
4,10,0,0,5,0,1
10,10,0,10,5,5,1
10,4,7,0,5,10,1
10,10,4,5,10,0,1
0,4,0,10,5,0,1
10,0,10,10,10,0,1
0,0,10,5,10,0,1
7,4,10,10,0,5,1
4,10,0,10,0,5,1
7,4,0,0,5,5,1
10,7,4,5,5,10,1
0,0,0,0,10,0,1
7,10,4,10,0,10,1
10,0,4,0,0,0,1
4,4,0,5,5,0,1
0,4,10,10,0,0,1
4,7,10,5,0,0,1
0,0,7,0,0,10,1
10,10,0,0,5,5,1
4,7,0,0,5,0,1
10,7,4,10,10,5,1
0,7,7,0,5,0,1
0,4,10,0,10,10,1
7,7,0,10,10,0,1
10,10,7,0,10,0,1
7,10,4,10,0,5,1
0,7,7,0,10,10,1
4,7,0,10,5,0,1
10,7,0,0,5,0,1
4,7,4,10,0,5,1
10,10,4,5,0,5,1
0,0,0,5,5,0,1
10,10,4,0,5,0,1
10,0,4,0,10,10,1
10,0,4,0,5,0,1
7,10,7,10,5,10,1
10,0,7,0,10,5,1
7,4,7,5,10,0,1
4,0,7,5,10,0,1
10,4,10,5,5,0,1
7,10,4,0,0,5,1
7,7,0,10,0,5,1
4,7,0,10,5,5,1
4,10,10,0,0,10,1
10,4,7,5,0,0,1
10,0,4,0,0,10,1
0,10,4,10,5,0,1
4,0,10,5,10,0,1
0,0,7,0,5,0,1
4,0,0,10,10,0,1
7,0,7,0,5,0,1
7,10,7,0,5,5,1
4,0,4,0,0,5,1
10,7,0,0,0,0,1
10,7,7,10,5,0,1
7,10,7,0,10,10,1
10,7,0,5,0,0,1
4,10,7,10,0,0,1
0,0,7,10,0,0,1
4,4,0,0,0,0,1
0,7,0,0,0,0,1
4,7,10,0,5,0,1
10,10,10,5,5,5,1
10,0,10,10,0,5,1
10,4,7,5,10,0,1
0,4,4,0,0,0,1
7,10,4,5,5,0,1
10,7,0,0,5,10,1
4,10,10,10,10,0,1
10,0,10,10,0,0,1
0,7,0,10,0,10,1
0,7,0,0,5,0,1
0,7,0,0,10,5,1
7,4,10,0,0,0,1
0,10,7,0,5,5,1
4,10,10,0,10,10,1
4,7,7,0,0,10,1
10,0,0,0,10,0,1
7,10,7,0,10,0,1
10,0,0,0,5,10,1
10,10,7,10,5,10,1
7,7,10,10,5,0,1
7,4,10,10,10,0,1
7,7,10,0,5,0,1
7,10,0,10,0,10,1
7,0,0,0,10,0,1
0,7,4,0,5,5,1
4,7,10,0,10,0,1
7,10,10,5,0,10,1
10,0,0,5,0,5,1
4,10,4,5,5,0,1
4,10,10,5,0,0,1
10,0,0,0,0,0,1
7,7,7,5,10,0,1
7,7,10,5,0,5,1
10,0,10,5,5,0,1
10,7,7,0,5,0,1
7,4,0,5,5,0,1
4,4,0,10,10,0,1
10,10,10,0,10,5,1
4,0,4,5,0,0,1
0,7,7,0,10,5,1
7,10,4,5,0,10,1
10,0,0,0,10,5,1
0,0,0,0,0,10,1
7,10,10,0,10,5,1
10,0,7,0,0,5,1
7,7,7,0,0,0,1
4,7,10,10,10,0,1
0,4,10,0,0,0,1
0,0,4,0,0,5,1
7,4,7,5,0,0,1
7,10,10,10,5,10,1
10,7,10,0,0,10,1
4,10,4,10,5,0,1
7,7,4,0,0,0,1
10,7,7,5,5,5,1
0,10,7,10,10,0,1
7,10,7,0,0,0,1
7,10,10,0,5,10,1
7,7,7,0,0,10,1
10,10,10,10,10,10,1
10,10,7,5,5,5,1
10,10,4,0,0,0,1
4,7,4,5,10,0,1
4,10,4,5,10,0,1
7,4,10,5,0,5,1
10,7,4,10,10,10,1
10,4,0,5,5,0,1
10,10,4,10,10,5,1
4,10,7,0,5,0,1
4,10,4,0,10,10,1
0,10,0,10,5,0,1
10,10,0,5,5,5,1
7,10,10,5,10,10,1
4,10,7,0,5,10,1
10,0,10,0,0,10,1
0,7,4,0,0,0,1
4,4,7,5,10,0,1
7,4,0,0,0,10,1
7,0,0,0,0,5,1
4,7,0,10,0,10,1
0,0,7,10,10,0,1
0,0,10,5,5,0,1
0,10,10,0,5,5,1
4,10,7,10,0,5,1
7,7,4,0,10,0,1
4,7,10,10,0,5,1
0,4,7,0,10,0,1
10,7,4,0,5,0,1
10,0,0,10,0,5,1
0,10,0,5,10,0,1
7,0,7,0,0,5,1
10,4,4,10,0,5,1
7,0,10,0,10,10,1
0,10,4,0,10,5,1
0,10,10,5,0,5,1
4,10,10,0,0,5,1
0,10,4,5,0,5,1
7,7,4,0,5,0,1
10,4,0,10,10,0,1
4,7,0,0,5,10,1
10,10,7,5,0,10,1
10,10,0,10,5,0,1
10,7,7,10,0,0,1
10,10,4,0,5,10,1
0,0,0,0,0,0,1
0,10,10,0,10,10,1
10,7,7,5,10,5,1
4,0,0,0,0,0,1
10,10,7,5,10,0,1
4,4,10,5,0,0,1
0,4,7,0,5,10,1
0,10,0,10,0,10,1
0,7,0,5,10,0,1
4,4,4,5,0,0,1
7,0,4,0,0,10,1
10,0,0,10,0,10,1
10,4,4,5,0,5,1
7,4,0,10,0,5,1
10,7,10,5,0,0,1
4,4,7,0,5,0,1
4,10,10,10,0,5,1
0,7,10,5,10,0,1
0,10,10,0,0,10,1
4,4,0,10,0,5,1
4,4,10,0,0,0,1
10,4,0,0,5,5,1
7,7,7,10,5,0,1
7,10,0,5,10,5,1
0,0,0,10,0,10,1
0,7,7,10,0,0,1
10,10,0,5,10,0,1
7,10,4,0,5,10,1
4,7,10,0,5,5,1
10,4,0,5,10,0,1
7,10,0,10,10,10,1
10,0,0,5,0,0,1
0,7,7,5,10,10,4
0,4,0,10,10,10,4
0,4,7,10,5,10,4
0,0,7,10,5,10,4
0,7,10,5,10,10,4
4,0,7,5,5,10,4
4,4,7,10,5,10,4
0,7,10,10,10,10,4
4,0,4,5,10,10,4
4,0,10,5,10,10,4
0,7,4,5,10,10,4
0,7,0,5,10,10,4
0,0,4,10,10,10,4
4,4,10,10,10,10,4
4,0,0,10,10,10,4
4,0,10,10,5,10,4
0,7,0,10,10,10,4
4,4,0,10,10,10,4
0,0,7,5,5,10,4
0,0,4,5,10,10,4
0,0,0,5,10,10,4
0,7,7,10,5,10,4
0,4,10,5,5,10,4
0,0,10,5,10,10,4
0,0,7,10,10,10,4
4,4,4,10,5,10,4
4,4,10,5,5,10,4
0,4,4,10,10,10,4
0,0,4,10,5,10,4
0,0,10,10,5,10,4
0,7,10,10,5,10,4
4,0,7,10,5,10,4
0,4,10,10,10,10,4
